	ITS001	ITS002	ITS003	ITS004	ITS005	ITS006	ITS007	ITS008	ITS009	ITS010	ITS011	ITS012	ITS013	ITS014	ITS015	ITS016	ITS017	ITS018	ITS019	ITS020	ITS021	ITS022	ITS023	ITS026	ITS027	ITS028	ITS029	ITS030	ITS031	ITS033	ITS034	ITS037	ITS039	ITS040	ITS043	ITS044	ITS045	ITS046	ITS047	ITS048	ITS049	ITS050	ITS051	ITS052	ITS053	ITS054	ITS055	ITS056	ITS057	ITS058	ITS059	ITS060	ITS061	ITS062	ITS063	ITS064	ITS065	ITS066	ITS067	ITS068	ITS069	ITS070	ITS072	ITS073	ITS074	ITS075	ITS076	ITS077	ITS078	ITS079	ITS080	ITS081	ITS083	ITS084	ITS085	ITS086	ITS087	ITS088	ITS089	ITS090	ITS091	ITS092	ITS093	ITS094	ITS095	ITS097	ITS098	ITS099	ITS100	ITS101	ITS102	ITS103	ITS104	ITS105	ITS106	ITS107	ITS109	ITS110	ITS111	ITS112	ITS113	ITS114	ITS115	ITS116	ITS117	ITS118	ITS119	ITS120	ITSExtNeg1	ITSExtNeg2	ITSExtNeg3	ITSMock1	ITSMock2	ITSMock3	ITSPCRNeg1	ITSPCRNeg2	ITSPCRNeg3
ASV_41	785	0	862	1073	0	273	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	954	768	0	0	200	0	0	0	0	0	0	0	564	384	602	672	286	0	0	0	0	0	0	0	0	0	0	0	318	748	547	0	0	0	0	0	0	0	0	0	0	832	568	0	0	0	0	0	0	20	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	945	1017	0	0	0	0	0	0	47	0	0	0	0	0	0	0
ASV_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833	0	0	0	227	529	0	0	0	0	0	0	3619	569	334	0	0	5752	0	0	0	0	0	0	173	0	146	481	520	0	0	0	0	0	0	0	0	0
ASV_43	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	12	0	0	0	88	0	0	14	0	24	0	0	0	0	0	0	0	0	0	0	0	60	59	16	0	0	0	0	0	0	0	0	0	0	0	14	25	0	0	0	0	0	0	0	96	0	0	0	90	23	57	0	0	0	0	0	0	6599	0	0	0	46	71	0	0	0	0	0	0	5138	0	0	0	80	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44	856	38	44	54	61	100	100	0	0	0	0	0	0	0	8165	24	0	46	299	49	0	0	0	0	0	89	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	550	15	56	0	0	0	0	0	0	1502	0	0	0	182	79	0	0	0	0	0	0	124	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_45	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	1459	563	967	0	0	0	0	0	0	0	0	0	0	0	1380	1890	1015	0	0	0	0	0	0	0	0	0	0	0	1910	1602	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	3867	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	279	0	81	37	242	137	0	0	0	0	0	0	0	221	158	56	0	157	0	0	0	0	0	149	83	72	82	182	121	0	4963	0	0	0	0	0	0	0
ASV_47	0	0	0	0	0	0	0	5	0	191	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	541	548	510	30	0	29	0	0	0	0	0	0	0	15	931	1118	731	45	49	0	3	0	0	0	0	0	59	46	866	911	171	108	0	0	0	0	0	7	302	241	144	15	15	33	0	0	13	11	0	0	0	732	243	403	53	15	0	5	0	19	13	0	0	6	669	710	61	0	22	15	8	8	10	0	0	0	0	0	0	0	0	0
ASV_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404	608	659	113	0	75	0	0	0	0	0	0	0	0	1139	1302	759	144	155	0	0	0	0	0	0	0	300	151	1251	1229	241	203	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	158	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_49	0	0	0	0	0	0	0	0	0	0	0	4347	68	0	0	0	0	0	0	0	0	0	0	0	6031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_50	0	0	0	0	0	0	0	254	0	0	0	232	374	853	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	437	0	343	44	0	0	348	0	0	0	0	197	322	0	1528	639	509	0	0	0	0	459	0	0	0	0	206	0	752	625	0	0	0	0	0	460	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	0	0	0	1118	1208	788	0	0	0	0	321	226	0	736	0	0	0	1212	941	0	322	0	0	0	0	0	271	0	0	0	511	776	0	0	0	0	0	206	0	0	0	0	271	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_52	419	0	0	0	0	0	0	0	0	0	0	0	0	0	4330	0	0	0	0	0	0	0	0	0	0	2282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	2041	0	0	0	0	0	0	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	0	0	0	0	0	0	0	0	0	0	0	0	119	161	0	0	0	0	0	0	0	0	652	79	0	0	0	0	0	0	0	83	0	0	0	195	0	307	0	0	0	206	0	0	456	178	0	191	0	1084	514	320	0	0	0	201	392	0	451	0	0	176	120	560	487	0	0	0	0	0	251	494	0	0	0	0	0	0	0	0	0	0	158	0	189	0	0	0	0	0	0	850	0	0	167	175	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0
ASV_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0	0	93	584	0	969	0	0	0	0	0	0	0	728	954	0	0	0	0	188	0	0	0	0	0	437	339	0	674	851	0	0	0	0	0	0	120	0	0	368	379	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0
ASV_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	105	0	0	0	0	0	0	0	1841	0	2833	0	0	0	0	0	0	0	0	0	14	217	164	0	0	0	0	0	0	0	0	0	0	0	168	100	0	0	0	0	0	0	0	149	170	213	0	0	0	0	0	0	0	0	0	0	0
ASV_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	32	0	0	0	1247	789	0	0	142	584	304	0	46	74	39	0	0	0	475	48	0	0	320	0	0	0	17	21	7	0	0	634	545	478	66	0	0	0	0	0	0	0	17	0	0	0	0	14	0	20	0	0	0	0	0	14	9	0	0	0	0	0	0	0	0	0	0	0	0	17	40	0	764	0	0	0	0	0	0	0
ASV_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	3141	574	11	0	0	0	0	0	0	0	0	0	0	119	417	330	0	0	0	0	0	0	0	0	0	13	49	549	386	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	63	628	402	645	276	0	0	0	0	0	0	0	415	329	532	79	52	0	0	0	0	0	0	504	477	447	350	386	0	0	0	0	0	0	0	0	0
ASV_59	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	39	40	0	694	792	680	0	0	0	0	0	0	0	363	156	0	0	810	246	0	0	0	0	0	0	0	0	0	0	0	242	365	0	0	0	0	0	0	0	0	0	126	0	231	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_60	596	0	0	0	197	0	0	0	0	0	0	0	0	0	1644	0	0	0	317	121	0	0	0	0	0	1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	186	0	116	0	311	0	0	0	0	0	0	0	0	0	245	212	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_61	0	0	0	0	0	0	0	473	0	0	0	21	540	1175	0	0	0	0	0	0	0	501	1787	0	152	0	0	0	0	0	0	0	369	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	7	28	0	262	175	149	46	64	0	12	74	78	82	64	38	0	0	132	119	0	124	179	0	17	62	0	62	0	0	0	98	208	1180	109	102	307	273	26	0	0	0	134	70	51	80	0	48	63	109	82	0	0	0	0	41	46	0	67	22	69	20	0	0	0	0	0	93	217	38	64	76	59	76	0	0	0	0	0	0	0	0	0
ASV_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	199	0	0	0	0	280	527	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	272	0	0	0	760	1146	0	0	0	0	0	107	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	775	0	0	0	0	0	0	0
ASV_64	404	449	377	442	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	246	0	0	0	0	0	0	0	0	0	0	325	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	348	216	0	0	0	0	0	0	0	0	0	223	410	233	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_65	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	199	52	119	79	11	146	0	0	0	0	0	0	0	97	354	235	230	239	167	0	0	0	0	0	0	0	149	18	185	170	659	260	0	0	0	0	0	10	158	83	15	27	26	19	0	0	0	0	0	0	0	124	157	152	70	26	0	0	0	0	0	0	0	0	199	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	57	0	249	492	0	0	0	0	0	0	0	650	284	0	0	133	0	0	0	0	0	0	97	129	124	542	638	0	203	0	0	0	0	0	0	0
ASV_67	8	10	16	15	0	12	21	0	0	0	0	0	0	0	0	16	0	35	18	13	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	1105	549	832	0	0	0	0	0	0	47	0	0	0	388	316	0	0	0	0	0	0	44	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_68	0	0	0	0	0	0	0	274	0	0	0	0	443	561	0	0	0	0	0	0	0	1006	1186	0	0	0	0	0	0	0	0	0	372	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_69	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	670	190	301	18	0	12	43	27	189	238	34	19	24	0	178	107	131	22	41	0	20	16	0	429	25	0	72	33	84	133	25	25	0	25	17	36	97	0	0	0	0	5	0	0	33	0	60	46	31	49	0	0	0	0	11	0	0	51	19	50	107	0	0	0	0	0	7	0	30	54	44	19	119	0	0	0	0	0	0	0	0	0
ASV_70	72	0	108	0	23	50	0	0	0	0	0	0	897	0	0	46	58	0	0	0	0	439	0	0	0	0	21	0	0	30	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	295	0	0	0	0	0	0	0	0	336	267	0	0	0	0	0	0	0	0	0	0	0	0	0	500	269	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	41	0	11	0	359	147	0	52	243	186	311	0	0	0	46	0	0	0	386	282	0	0	157	0	0	0	0	0	0	0	0	303	0	226	375	0	0	0	0	0	0	0	208	0	0	0	293	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0
ASV_72	292	181	200	320	0	59	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	360	182	0	0	35	0	0	0	0	0	0	0	127	117	217	198	59	0	0	0	0	0	0	0	0	0	0	0	93	181	132	0	0	0	0	0	0	0	0	0	0	108	58	0	0	0	0	0	0	0	0	0	0	75	61	0	0	0	0	0	0	0	0	0	0	147	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_73	0	0	0	0	0	0	0	2302	0	0	0	0	134	366	0	0	0	0	0	0	268	217	356	0	0	0	0	0	0	0	0	0	124	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	0	163	390	0	0	0	0	0	0	0	485	209	0	0	299	0	0	0	0	0	0	0	73	78	365	452	0	0	0	0	0	0	0	0	0
ASV_75	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	671	509	0	0	0	0	0	0	0	0	0	0	0	756	0	0	0	0	0	0	0	0	189	0	0	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	97	131	147	65	13	135	0	0	0	0	0	0	0	26	231	100	79	163	199	0	0	0	0	0	0	0	262	0	93	82	363	418	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	62	0	4	0	0	0	0	0	0	0	831	0	0	0	0	0	0	0
ASV_77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	76	322	163	0	241	0	0	0	0	0	0	0	76	0	409	0	180	0	0	0	0	0	0	0	0	0	14	0	0	848	601	0	0	0	0	0	0	0	0	0	22	0	22	0	0	0	0	0	0	0	0	0	0	29	22	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0
ASV_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	0	0	207	432	0	0	0	0	0	0	0	464	247	0	0	0	0	0	0	0	0	0	0	0	129	394	441	0	0	0	0	0	0	0	0	0
ASV_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	407	296	0	0	0	71	0	0	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	508	0	0	0	431	206	0	0	0	0	0	0	44	0	353	0	0	24	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
ASV_80	198	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	298	156	0	0	0	0	0	0	0	0	0	0	0	145	189	142	0	0	0	0	0	0	0	0	0	0	152	238	171	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3231	0	0	0	0	0	0
ASV_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	125	0	122	393	0	0	0	0	0	0	0	337	304	159	0	0	0	0	0	0	0	0	156	140	171	501	562	0	0	0	0	0	0	0	0	0
ASV_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	186	498	0	0	0	0	0	0	0	0	0	0	0	571	977	471	0	0	0	0	0	0	0	0	0	0	0	148	206	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	121	0	0	0	0	0	0	0	0	0	0	0	0	0	192	125	0	0	0	0	0	0	0	0	0	49	25	184	244	0	0	0	0	0	0	0	0	45	0	0	0	0	0	22	0	269	0	49	47	0	0	0	51	58	0	0	96	0	191	565	0	0	0	107	0	62	0	107	157	117	87	0	0	0	0	0	0	0	0	0	0
ASV_85	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	79	0	120	107	250	0	0	0	0	0	0	0	100	0	0	0	311	42	0	0	0	0	0	0	0	14	0	0	0	455	429	0	0	0	0	0	0	0	0	12	98	73	81	0	0	0	0	0	0	0	0	0	0	110	141	0	0	0	0	0	0	0	0	0	38	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_86	0	0	0	0	0	0	0	15	0	0	0	0	11	15	0	0	0	0	0	0	18	13	69	0	10	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	891	354	283	0	0	0	0	0	0	0	0	0	0	0	166	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	8	48	0	0	0	0	0	0	0	53	25	0	0	0	0	0	0	0	0	0	37	36	41	60	95	0	0	0	0	0	0	0	0	0
ASV_87	0	0	0	0	0	0	0	174	0	0	0	0	945	0	0	0	0	0	0	0	0	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	129	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	109	0	196	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_88	0	0	5	0	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	59	0	0	27	0	0	0	0	0	0	0	0	30	118	132	14	0	0	0	0	0	0	0	0	90	9	94	62	49	68	0	0	0	0	0	0	0	15	5	8	7	0	0	0	160	118	0	0	0	0	0	0	0	0	0	0	0	166	289	0	0	0	32	0	17	0	126	130	99	0	0	0	0	0	0	0	0	0	0	0
ASV_89	0	0	0	0	0	0	0	267	0	0	0	86	393	335	0	0	0	0	0	0	0	548	518	0	77	0	0	0	0	0	0	0	142	173	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_90	0	0	0	0	0	0	0	452	0	0	0	0	0	70	0	0	0	0	0	0	0	390	1041	0	0	0	0	0	0	0	0	0	244	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_91	17	0	22	19	0	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	180	70	65	73	0	0	0	25	161	562	0	0	0	136	90	0	134	93	0	0	0	333	0	0	0	80	60	0	0	0	135	187	0	0	0	0	0	0	0	0	0
ASV_92	0	0	0	0	0	0	0	150	0	0	0	0	178	472	0	0	0	0	0	0	0	0	917	0	0	0	0	0	0	0	0	0	389	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	1077	0	0	0	46	0	0	0	0	0	0	0	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	61	239	0	0	0	0	0	0	0	0	0	0	0	294	286	145	0	0	0	0	0	0	0	0	0	0	29	130	167	0	0	0	0	0	0	0	0	78	0	58	0	0	0	0	0	0	0	0	0	0	146	59	26	0	9	0	0	0	0	0	0	0	0	57	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0
